V01000 V04001 V04002 V04202 V56084 V56085 V56086 V56087 V56088 V56089 V56090 V56091 V56092 V56093 V56094 V56095 V56096 V56097 V56098 V56099 C56001 C56080 V56081 V56082 V56083
50756 2006 11 2 -999.0 -999.0 -999.0 -999 -999 -999 -999 -999 -999 -999 -999.0 -999.0 -999 -999 -999.0 153 马铃薯 单作 -999 -999 -999 
50756 2006 11 2 -999.0 -999.0 -999.0 -999 -999 -999 -999 -999 -999 32 9.0 7.0 -999 -999 15.5 197 大豆 单作 -999 -999 -999 
50756 2006 11 2 -999.0 -999.0 -999.0 -999 -999 -999 -999 -999 -999 -999 215.0 0.0 -999 -999 27.3 523 春玉米 单作 -999 -999 -999 
50756 2007 10 2 -999.0 -999.0 -999.0 -999 -999 -999 -999 -999 14 -999 -999.0 -999.0 -999 -999 -999.0 -999 一季稻 单作 -999 -999 -999 
50756 2007 10 2 -999.0 -999.0 -999.0 -999 -999 -999 -999 -999 6 -999 -999.0 -999.0 -999 -999 -999.0 -999 春玉米 单作 -999 -999 -999 
50756 2007 10 2 -999.0 -999.0 -999.0 -999 -999 -999 -999 -999 13 -999 -999.0 -999.0 -999 -999 -999.0 -999 大豆 单作 -999 -999 -999 
50756 2007 11 2 -999.0 -999.0 -999.0 -999 -999 -999 -999 -999 -999 -999 215.0 0.0 -999 -999 31.6 523 春玉米 单作 -999 -999 -999 
50756 2007 11 2 -999.0 -999.0 -999.0 -999 -999 -999 -999 -999 -999 26 92.0 5.0 -999 -999 16.6 197 大豆 单作 -999 -999 -999 
50756 2007 11 2 -999.0 -999.0 -999.0 -999 -999 -999 -999 -999 -999 -999 -999.0 -999.0 -999 -999 -999.0 156 马铃薯 单作 -999 -999 -999 
50756 2008 10 2 -999.0 -999.0 -999.0 -999 -999 -999 -999 -999 2 -999 -999.0 -999.0 -999 -999 -999.0 -999 一季稻 单作 -999 -999 -999 
50756 2008 10 2 -999.0 -999.0 -999.0 -999 -999 -999 -999 -999 6 -999 -999.0 -999.0 -999 -999 -999.0 -999 春玉米 单作 -999 -999 -999 
50756 2008 10 2 -999.0 -999.0 -999.0 -999 -999 -999 -999 -999 8 -999 -999.0 -999.0 -999 -999 -999.0 -999 大豆 单作 -999 -999 -999 
50756 2008 11 1 -999.0 -999.0 -999.0 -999 -999 -999 -999 -999 -999 -999 198.0 0.0 -999 -999 32.0 480 春玉米 单作 -999 -999 -999 
50756 2008 11 1 -999.0 -999.0 -999.0 -999 -999 -999 -999 -999 -999 41 10.9 5.0 -999 -999 18.1 227 大豆 单作 -999 -999 -999 
50756 2008 11 1 -999.0 -999.0 -999.0 -999 -999 -999 -999 -999 -999 -999 -999.0 -999.0 -999 -999 -999.0 147 马铃薯 单作 -999 -999 -999 
50756 2008 11 2 -999.0 -999.0 -999.0 -999 -999 -999 -999 -999 -999 -999 198.0 0.0 -999 -999 32.0 480 春玉米 单作 -999 -999 -999 
50756 2008 11 2 -999.0 -999.0 -999.0 -999 -999 -999 -999 -999 -999 41 10.9 5.0 -999 -999 18.1 227 大豆 单作 -999 -999 -999 
50756 2008 11 2 -999.0 -999.0 -999.0 -999 -999 -999 -999 -999 -999 -999 -999.0 -999.0 -999 -999 -999.0 147 马铃薯 单作 -999 -999 -999 
50779 2001 8 3 -999.0 -999.0 -999.0 -999 -999 -999 -999 -999 5 -999 -999.0 -999.0 -999 -999 -999.0 -999 大豆 单作 8 -999 -999 
50779 2003 8 2 -999.0 -999.0 -999.0 -999 -999 -999 -999 -999 -18 -999 -999.0 -999.0 -999 -999 -999.0 -999 大豆 单作 -999 -999 -999 
50779 2003 8 2 -999.0 -999.0 -999.0 -999 -999 -999 -999 -999 -73 -999 -999.0 -999.0 -999 -999 -999.0 -999 春小麦 单作 -999 -999 -999 
50779 2004 8 2 -999.0 -999.0 -999.0 -999 -999 -999 -999 -999 20 -999 -999.0 -999.0 -999 -999 -999.0 -999 大豆 单作 -999 -999 -999 
50779 2004 8 2 -999.0 -999.0 -999.0 -999 -999 -999 -999 -999 0 -999 -999.0 -999.0 -999 -999 -999.0 -999 春小麦 单作 -999 -999 -999 
50779 2005 8 1 -999.0 -999.0 -999.0 -999 -999 -999 -999 -999 16 -999 -999.0 -999.0 -999 -999 -999.0 -999 大豆 单作 -999 -999 -999 
50779 2005 8 1 -999.0 -999.0 -999.0 -999 -999 -999 -999 -999 -11 -999 -999.0 -999.0 -999 -999 -999.0 -999 春小麦 单作 -999 -999 -999 
50779 2006 8 1 -999.0 -999.0 -999.0 -999 -999 -999 -999 -999 -13 -999 -999.0 -999.0 -999 -999 -999.0 -999 大豆 单作 -999 -999 -999 
50779 2006 8 1 -999.0 -999.0 -999.0 -999 -999 -999 -999 -999 0 -999 -999.0 -999.0 -999 -999 -999.0 -999 春小麦 单作 -999 -999 -999 
50779 2007 8 1 -999.0 -999.0 -999.0 -999 -999 -999 -999 -999 -5 -999 -999.0 -999.0 -999 -999 -999.0 -999 大豆 单作 -999 -999 -999 
50779 2007 8 1 -999.0 -999.0 -999.0 -999 -999 -999 -999 -999 -2 -999 -999.0 -999.0 -999 -999 -999.0 -999 春小麦 单作 -999 -999 -999 
50779 2008 8 1 -999.0 -999.0 -999.0 -999 -999 -999 -999 -999 2 -999 -999.0 -999.0 -999 -999 -999.0 -999 春小麦 单作 -999 -999 -999 
50779 2008 8 1 -999.0 -999.0 -999.0 -999 -999 -999 -999 -999 18 -999 -999.0 -999.0 -999 -999 -999.0 -999 大豆 单作 -999 -999 -999 
50788 2000 11 2 -999.0 -999.0 -999.0 -999 -999 -999 -999 -999 -999 27 17.1 14.0 -999 -999 18.5 240 大豆 单作 9 -999 -999 
50788 2002 11 2 -999.0 -999.0 -999.0 -999 -999 -999 -999 -999 -999 29 1.0 0.8 -999 -999 41.4 600 春小麦 单作 -999 -999 -999 
50788 2002 11 2 -999.0 -999.0 -999.0 -999 -999 -999 -999 -999 -999 45 11.5 17.0 -999 -999 18.2 430 大豆 单作 -999 -999 -999 
50788 2003 10 2 -999.0 -999.0 -999.0 -999 -999 -999 -999 -999 -43 -999 -999.0 -999.0 -999 -999 -999.0 -999 大豆 单作 -999 -999 -999 
50788 2003 10 2 -999.0 -999.0 -999.0 -999 -999 -999 -999 -999 -42 -999 -999.0 -999.0 -999 -999 -999.0 -999 春小麦 单作 -999 -999 -999 
50788 2003 11 2 -999.0 -999.0 -999.0 -999 -999 -999 -999 -999 -999 31 11.6 7.0 -999 -999 19.8 160 大豆 单作 -999 -999 -999 
50788 2003 11 2 -999.0 -999.0 -999.0 -999 -999 -999 -999 -999 -999 28 0.9 1.4 -999 -999 32.7 300 春小麦 单作 -999 -999 -999 
50788 2004 10 2 -999.0 -999.0 -999.0 -999 -999 -999 -999 -999 -19 -999 -999.0 -999.0 -999 -999 -999.0 -999 大豆 单作 -999 -999 -999 
50788 2004 10 2 -999.0 -999.0 -999.0 -999 -999 -999 -999 -999 90 -999 -999.0 -999.0 -999 -999 -999.0 -999 春小麦 单作 -999 -999 -999 
50788 2004 11 2 -999.0 -999.0 -999.0 -999 -999 -999 -999 -999 -999 40 1.2 6.0 -999 -999 12.8 233 大豆 单作 -999 -999 -999 
50788 2004 11 2 -999.0 -999.0 -999.0 -999 -999 -999 -999 -999 -999 25 1.4 0.8 -999 -999 45.1 400 春小麦 单作 -999 -999 -999 
50788 2005 10 2 -999.0 -999.0 -999.0 -999 -999 -999 -999 -999 8 -999 -999.0 -999.0 -999 -999 -999.0 -999 大豆 单作 -999 -999 -999 
50788 2005 10 2 -999.0 -999.0 -999.0 -999 -999 -999 -999 -999 9 -999 -999.0 -999.0 -999 -999 -999.0 -999 春小麦 单作 -999 -999 -999 
50788 2005 11 2 -999.0 -999.0 -999.0 -999 -999 -999 -999 -999 -999 40 15.5 8.0 -999 -999 18.8 350 大豆 单作 -999 -999 -999 
50788 2005 11 2 -999.0 -999.0 -999.0 -999 -999 -999 -999 -999 -999 28 1.3 0.9 -999 -999 46.2 700 春小麦 单作 -999 -999 -999 
50788 2006 10 2 -999.0 -999.0 -999.0 -999 -999 -999 -999 -999 4 -999 -999.0 -999.0 -999 -999 -999.0 -999 大豆 单作 -999 -999 -999 
50788 2006 10 2 -999.0 -999.0 -999.0 -999 -999 -999 -999 -999 0 -999 -999.0 -999.0 -999 -999 -999.0 -999 春小麦 单作 -999 -999 -999 
50788 2006 11 2 -999.0 -999.0 -999.0 -999 -999 -999 -999 -999 -999 33 16.7 5.0 -999 -999 18.8 204 大豆 单作 -999 -999 -999 
50788 2006 11 2 -999.0 -999.0 -999.0 -999 -999 -999 -999 -999 -999 21 0.9 3.8 -999 -999 42.6 250 春小麦 单作 -999 -999 -999 
50788 2007 10 2 -999.0 -999.0 -999.0 -999 -999 -999 -999 -999 25 -999 -999.0 -999.0 -999 -999 -999.0 -999 大豆 单作 -999 -999 -999 
50788 2007 10 2 -999.0 -999.0 -999.0 -999 -999 -999 -999 -999 15 -999 -999.0 -999.0 -999 -999 -999.0 -999 春小麦 单作 -999 -999 -999 
50788 2007 11 2 -999.0 -999.0 -999.0 -999 -999 -999 -999 -999 -999 29 11.0 6.0 -999 -999 38.6 467 春小麦 单作 -999 -999 -999 
50788 2007 11 2 -999.0 -999.0 -999.0 -999 -999 -999 -999 -999 -999 22 93.0 8.0 -999 -999 20.5 167 大豆 单作 -999 -999 -999 
50788 2008 10 2 -999.0 -999.0 -999.0 -999 -999 -999 -999 -999 30 -999 -999.0 -999.0 -999 -999 -999.0 -999 春玉米 单作 -999 -999 -999 
50788 2008 10 2 -999.0 -999.0 -999.0 -999 -999 -999 -999 -999 15 -999 -999.0 -999.0 -999 -999 -999.0 -999 大豆 单作 -999 -999 -999 
50788 2008 11 2 -999.0 -999.0 -999.0 -999 -999 -999 -999 -999 -999 -999 114.0 0.0 -999 -999 30.9 467 春玉米 单作 -999 -999 -999 
50788 2008 11 2 -999.0 -999.0 -999.0 -999 -999 -999 -999 -999 -999 37 16.5 6.0 -999 -999 18.0 180 大豆 单作 -999 -999 -999 
50844 1999 10 3 -999.0 -999.0 -999.0 -999 -999 -999 -999 -999 -999 -999 208.0 0.0 -999 -999 32.4 667 春玉米 单作 -999 -999 -999 
50844 2000 9 1 -999.0 -999.0 -999.0 -999 -999 -999 -999 -999 -30 -999 -999.0 -999.0 -999 -999 -999.0 -999 春玉米 单作 -999 -999 -999 
50844 2001 9 2 -999.0 -999.0 -999.0 -999 -999 -999 -999 -999 -50 -999 -999.0 -999.0 -999 -999 -999.0 -999 春玉米 单作 -999 -999 -999 
50844 2002 10 3 -999.0 -999.0 -999.0 -999 -999 -999 -999 -999 -999 -999 -999.0 -999.0 -999 -999 -999.0 593 白地 单作 -999 -999 -999 
50844 2002 10 3 -999.0 -999.0 -999.0 -999 -999 -999 -999 -999 -999 -999 220.0 0.0 -999 -999 37.5 693 春玉米 单作 -999 -999 -999 
50844 2003 11 1 -999.0 -999.0 -999.0 -999 -999 -999 -999 -999 -999 -999 -999.0 -999.0 -999 -999 -999.0 693 高粱 单作 -999 -999 -999 
50844 2003 11 1 -999.0 -999.0 -999.0 -999 -999 -999 -999 -999 -999 -999 228.0 -999.0 -999 -999 39.9 707 春玉米 单作 -999 -999 -999 
50844 2004 10 3 -999.0 -999.0 -999.0 -999 -999 -999 -999 -999 -999 -999 158.0 -999.0 -999 -999 29.1 473 春玉米 单作 -999 -999 -999 
50844 2005 10 2 -999.0 -999.0 -999.0 -999 -999 -999 -999 -999 50 -999 -999.0 -999.0 -999 -999 -999.0 -999 春玉米 单作 -999 -999 -999 
50844 2005 11 1 -999.0 -999.0 -999.0 -999 -999 -999 -999 -999 -999 -999 229.0 -999.0 -999 -999 45.3 667 春玉米 单作 -999 -999 -999 
50844 2006 8 3 -999.0 -999.0 -999.0 -999 -999 -999 -999 -999 4 -999 -999.0 -999.0 -999 -999 -999.0 -999 春玉米 单作 -999 -999 -999 
50844 2006 10 3 -999.0 -999.0 -999.0 -999 -999 -999 -999 -999 -999 -999 233.0 -999.0 -999 -999 46.3 713 春玉米 单作 -999 -999 -999 
50844 2007 10 2 -999.0 -999.0 -999.0 -999 -999 -999 -999 -999 37 -999 -999.0 -999.0 -999 -999 -999.0 -999 春玉米 单作 -999 -999 -999 
50844 2007 11 1 -999.0 -999.0 -999.0 -999 -999 -999 -999 -999 -999 -999 182.0 0.0 -999 -999 33.3 -999 春玉米 单作 -999 -999 -999 
50844 2008 8 3 -999.0 -999.0 -999.0 -999 -999 -999 -999 -999 40 -999 -999.0 -999.0 -999 -999 -999.0 -999 春玉米 单作 -999 -999 -999 
50844 2008 10 2 -999.0 -999.0 -999.0 -999 -999 -999 -999 -999 40 -999 -999.0 -999.0 -999 -999 -999.0 -999 春玉米 单作 -999 -999 -999 
50844 2008 11 1 -999.0 -999.0 -999.0 -999 -999 -999 -999 -999 -999 -999 255.0 -999.0 -999 -999 39.6 773 春玉米 单作 -999 -999 -999 
50851 1999 10 2 -999.0 -999.0 -999.0 -999 -999 -999 -999 -999 -999 -999 144.0 0.0 -999 -999 26.6 368 春玉米 单作 9 -999 -999 
50851 2005 10 2 -999.0 -999.0 -999.0 -999 -999 -999 -999 -999 -999 39 21.7 0.0 -999 -999 18.4 200 大豆 单作 -999 -999 -999 
50851 2005 10 2 -999.0 -999.0 -999.0 -999 -999 -999 -999 -999 -999 -999 154.0 0.0 -999 -999 32.5 450 春玉米 单作 -999 -999 -999 
50851 2006 10 2 -999.0 -999.0 -999.0 -999 -999 -999 -999 -999 -999 41 19.2 0.0 -999 -999 17.6 225 大豆 单作 -999 -999 -999 
50851 2006 10 2 -999.0 -999.0 -999.0 -999 -999 -999 -999 -999 -999 -999 195.0 0.0 -999 -999 34.2 475 春玉米 单作 -999 -999 -999 
50851 2007 10 2 -999.0 -999.0 -999.0 -999 -999 -999 -999 -999 -999 -999 190.0 0.0 -999 -999 33.7 425 春玉米 单作 -999 -999 -999 
50851 2007 10 2 -999.0 -999.0 -999.0 -999 -999 -999 -999 -999 -999 36 10.0 0.0 -999 -999 16.2 125 大豆 单作 -999 -999 -999 
50851 2008 10 2 -999.0 -999.0 -999.0 -999 -999 -999 -999 -999 13 -999 -999.0 -999.0 -999 -999 -999.0 -999 春玉米 单作 -999 -999 -999 
50851 2008 10 2 -999.0 -999.0 -999.0 -999 -999 -999 -999 -999 11 -999 -999.0 -999.0 -999 -999 -999.0 -999 大豆 单作 -999 -999 -999 
50851 2008 11 2 -999.0 -999.0 -999.0 -999 -999 -999 -999 -999 -999 -999 176.0 0.0 -999 -999 39.3 451 春玉米 单作 -999 -999 -999 
50851 2008 11 2 -999.0 -999.0 -999.0 -999 -999 -999 -999 -999 -999 39 16.7 0.0 -999 -999 15.9 130 大豆 单作 -999 -999 -999 
50854 2002 11 2 -999.0 -999.0 -999.0 -999 -999 -999 -999 -999 17 -999 -999.0 -999.0 -999 -999 -999.0 -999 春玉米 单作 -999 -999 -999 
50861 2002 11 2 -999.0 -999.0 -999.0 -999 -999 -999 -999 -999 -999 41 18.5 8.0 -999 -999 18.7 187 大豆 单作 -999 -999 -999 
50861 2002 11 2 -999.0 -999.0 -999.0 -999 -999 -999 -999 -999 -999 80 1.8 -999.0 10 5 25.7 567 一季稻 单作 -999 -999 -999 
50861 2003 10 2 -999.0 -999.0 -999.0 -999 -999 -999 -999 -999 4 -999 -999.0 -999.0 -999 -999 -999.0 -999 大豆 单作 -999 -999 -999 
50861 2003 10 2 -999.0 -999.0 -999.0 -999 -999 -999 -999 -999 -1 -999 -999.0 -999.0 -999 -999 -999.0 -999 一季稻 单作 -999 -999 -999 
50861 2003 11 2 -999.0 -999.0 -999.0 -999 -999 -999 -999 -999 -999 34 12.8 12.0 -999 -999 20.2 156 大豆 单作 -999 -999 -999 
50861 2003 11 2 -999.0 -999.0 -999.0 -999 -999 -999 -999 -999 -999 62 1.6 -999.0 6 1 25.6 497 一季稻 单作 -999 -999 -999 
50861 2004 10 2 -999.0 -999.0 -999.0 -999 -999 -999 -999 -999 17 -999 -999.0 -999.0 -999 -999 -999.0 -999 大豆 单作 -999 -999 -999 
50861 2004 10 2 -999.0 -999.0 -999.0 -999 -999 -999 -999 -999 46 -999 -999.0 -999.0 -999 -999 -999.0 -999 一季稻 单作 -999 -999 -999 
50861 2004 11 2 -999.0 -999.0 -999.0 -999 -999 -999 -999 -999 -999 39 13.3 12.0 -999 -999 17.9 161 大豆 单作 -999 -999 -999 
50861 2004 11 2 -999.0 -999.0 -999.0 -999 -999 -999 -999 -999 -999 68 1.6 -999.0 7 3 25.9 545 一季稻 单作 -999 -999 -999 
50861 2005 10 2 -999.0 -999.0 -999.0 -999 -999 -999 -999 -999 3 -999 -999.0 -999.0 -999 -999 -999.0 -999 大豆 单作 -999 -999 -999 
50861 2005 10 2 -999.0 -999.0 -999.0 -999 -999 -999 -999 -999 1 -999 -999.0 -999.0 -999 -999 -999.0 -999 一季稻 单作 -999 -999 -999 
50861 2005 11 2 -999.0 -999.0 -999.0 -999 -999 -999 -999 -999 -999 45 17.9 14.0 -999 -999 17.8 197 大豆 单作 -999 -999 -999 
50861 2005 11 2 -999.0 -999.0 -999.0 -999 -999 -999 -999 -999 -999 64 1.4 -999.0 11 3 25.0 464 一季稻 单作 -999 -999 -999 
50861 2006 10 2 -999.0 -999.0 -999.0 -999 -999 -999 -999 -999 0 -999 -999.0 -999.0 -999 -999 -999.0 -999 大豆 单作 -999 -999 -999 
50861 2006 10 2 -999.0 -999.0 -999.0 -999 -999 -999 -999 -999 -1 -999 -999.0 -999.0 -999 -999 -999.0 -999 春玉米 单作 -999 -999 -999 
50861 2006 10 2 -999.0 -999.0 -999.0 -999 -999 -999 -999 -999 2 -999 -999.0 -999.0 -999 -999 -999.0 -999 一季稻 单作 -999 -999 -999 
50861 2006 11 2 -999.0 -999.0 -999.0 -999 -999 -999 -999 -999 -999 34 11.8 12.0 -999 -999 17.2 175 大豆 单作 -999 -999 -999 
50861 2006 11 2 -999.0 -999.0 -999.0 -999 -999 -999 -999 -999 -999 64 1.2 -999.0 21 3 24.4 443 一季稻 单作 -999 -999 -999 
50861 2007 10 2 -999.0 -999.0 -999.0 -999 -999 -999 -999 -999 0 -999 -999.0 -999.0 -999 -999 -999.0 -999 一季稻 单作 -999 -999 -999 
50861 2007 10 2 -999.0 -999.0 -999.0 -999 -999 -999 -999 -999 13 -999 -999.0 -999.0 -999 -999 -999.0 -999 春玉米 单作 -999 -999 -999 
50861 2007 11 2 -999.0 -999.0 -999.0 -999 -999 -999 -999 -999 -999 25 -999.0 3.0 -999 -999 19.3 119 大豆 单作 -999 -999 -999 
50861 2007 11 2 -999.0 -999.0 -999.0 -999 -999 -999 -999 -999 -999 82 17.0 -999.0 -999 -999 22.8 550 大豆 -999 -999 -999 -999 
50861 2007 11 2 -999.0 -999.0 -999.0 -999 -999 -999 -999 -999 -999 -999 -999.0 -999.0 -999 -999 -999.0 -999 大豆 -999 -999 -999 -999 
50861 2008 10 2 -999.0 -999.0 -999.0 -999 -999 -999 -999 -999 37 -999 -999.0 -999.0 -999 -999 -999.0 -999 春玉米 单作 -999 -999 -999 
50861 2008 10 2 -999.0 -999.0 -999.0 -999 -999 -999 -999 -999 44 -999 -999.0 -999.0 -999 -999 -999.0 -999 大豆 单作 -999 -999 -999 
50861 2008 10 2 -999.0 -999.0 -999.0 -999 -999 -999 -999 -999 1 -999 -999.0 -999.0 -999 -999 -999.0 -999 一季稻 单作 -999 -999 -999 
50861 2008 11 2 -999.0 -999.0 -999.0 -999 -999 -999 -999 -999 -999 91 2.0 -999.0 8 3 24.2 570 一季稻 单作 -999 -999 -999 
50861 2008 11 2 -999.0 -999.0 -999.0 -999 -999 -999 -999 -999 -999 26 8.8 14.0 -999 -999 18.8 115 大豆 单作 -999 -999 -999 
50867 1999 10 2 -999.0 -999.0 -999.0 -999 -999 -999 -999 -999 -999 -999 -999.0 -999.0 -999 -999 -999.0 -999 春玉米 单作 9 -999 -999 
50867 2000 10 3 -999.0 -999.0 -999.0 -999 -999 -999 -999 -999 -20 -999 -999.0 -999.0 -999 -999 -999.0 -999 春玉米 单作 -999 -999 -999 
50867 2002 10 2 -999.0 -999.0 -999.0 -999 -999 -999 -999 -999 2 -999 -999.0 -999.0 -999 -999 -999.0 -999 春玉米 单作 -999 -999 -999 
50867 2002 11 2 -999.0 -999.0 -999.0 -999 -999 -999 -999 -999 -999 -999 187.0 0.0 -999 -999 29.2 79 春玉米 单作 -999 -999 -999 
50867 2002 11 2 -999.0 -999.0 -999.0 -999 -999 -999 -999 -999 -999 32 13.1 18.0 -999 -999 17.4 27 大豆 单作 -999 -999 -999 
50867 2003 10 2 -999.0 -999.0 -999.0 -999 -999 -999 -999 -999 -96 -999 -999.0 -999.0 -999 -999 -999.0 -999 大豆 单作 -999 -999 -999 
50867 2003 10 2 -999.0 -999.0 -999.0 -999 -999 -999 -999 -999 -999 -999 -999.0 -999.0 -999 -999 -999.0 -999 春玉米 单作 -999 -999 -999 
50867 2003 11 2 -999.0 -999.0 -999.0 -999 -999 -999 -999 -999 -999 23 9.0 11.0 -999 -999 20.1 140 大豆 单作 -999 -999 -999 
50867 2003 11 2 -999.0 -999.0 -999.0 -999 -999 -999 -999 -999 -999 -999 200.0 0.0 -999 -999 31.9 447 春玉米 单作 -999 -999 -999 
50867 2004 10 2 -999.0 -999.0 -999.0 -999 -999 -999 -999 -999 10 -999 -999.0 -999.0 -999 -999 -999.0 -999 大豆 单作 -999 -999 -999 
50867 2004 10 2 -999.0 -999.0 -999.0 -999 -999 -999 -999 -999 6 -999 -999.0 -999.0 -999 -999 -999.0 -999 春玉米 单作 -999 -999 -999 
50867 2004 11 2 -999.0 -999.0 -999.0 -999 -999 -999 -999 -999 -999 30 14.6 3.0 -999 -999 18.3 160 大豆 单作 -999 -999 -999 
50867 2004 11 2 -999.0 -999.0 -999.0 -999 -999 -999 -999 -999 -999 -999 240.0 0.0 -999 -999 30.1 507 春玉米 单作 -999 -999 -999 
50867 2005 10 2 -999.0 -999.0 -999.0 -999 -999 -999 -999 -999 4 -999 -999.0 -999.0 -999 -999 -999.0 -999 大豆 单作 -999 -999 -999 
50867 2005 10 2 -999.0 -999.0 -999.0 -999 -999 -999 -999 -999 -999 -999 -999.0 -999.0 -999 -999 -999.0 -999 春玉米 单作 -999 -999 -999 
50867 2005 11 2 -999.0 -999.0 -999.0 -999 -999 -999 -999 -999 -999 33 15.0 5.0 -999 -999 18.2 160 大豆 单作 -999 -999 -999 
50867 2005 11 2 -999.0 -999.0 -999.0 -999 -999 -999 -999 -999 -999 -999 230.0 0.0 -999 -999 30.1 567 春玉米 单作 -999 -999 -999 
50867 2006 10 2 -999.0 -999.0 -999.0 -999 -999 -999 -999 -999 4 -999 -999.0 -999.0 -999 -999 -999.0 -999 大豆 单作 -999 -999 -999 
50867 2006 10 2 -999.0 -999.0 -999.0 -999 -999 -999 -999 -999 10 -999 -999.0 -999.0 -999 -999 -999.0 -999 春玉米 单作 -999 -999 -999 
50867 2006 11 2 -999.0 -999.0 -999.0 -999 -999 -999 -999 -999 -999 35 14.4 6.0 -999 -999 17.4 160 大豆 单作 -999 -999 -999 
50867 2006 11 2 -999.0 -999.0 -999.0 -999 -999 -999 -999 -999 -999 -999 248.0 0.0 -999 -999 29.5 575 春玉米 单作 -999 -999 -999 
50867 2007 10 2 -999.0 -999.0 -999.0 -999 -999 -999 -999 -999 6 -999 -999.0 -999.0 -999 -999 -999.0 -999 春玉米 单作 -999 -999 -999 
50867 2007 10 2 -999.0 -999.0 -999.0 -999 -999 -999 -999 -999 0 -999 -999.0 -999.0 -999 -999 -999.0 -999 大豆 单作 -999 -999 -999 
50867 2007 11 2 -999.0 -999.0 -999.0 -999 -999 -999 -999 -999 -999 -999 241.0 0.0 -999 -999 32.3 620 春玉米 单作 -999 -999 -999 
50867 2007 11 2 -999.0 -999.0 -999.0 -999 -999 -999 -999 -999 -999 37 -999.0 6.0 -999 -999 16.9 147 大豆 单作 -999 -999 -999 
50867 2008 10 2 -999.0 -999.0 -999.0 -999 -999 -999 -999 -999 8 -999 -999.0 -999.0 -999 -999 -999.0 -999 春玉米 单作 -999 -999 -999 
50867 2008 10 2 -999.0 -999.0 -999.0 -999 -999 -999 -999 -999 0 -999 -999.0 -999.0 -999 -999 -999.0 -999 大豆 单作 -999 -999 -999 
50867 2008 11 2 -999.0 -999.0 -999.0 -999 -999 -999 -999 -999 -999 -999 263.0 0.0 -999 -999 32.5 673 春玉米 单作 -999 -999 -999 
50867 2008 11 2 -999.0 -999.0 -999.0 -999 -999 -999 -999 -999 -999 38 12.0 6.0 -999 -999 17.8 187 大豆 单作 -999 -999 -999 
50871 1999 10 1 -999.0 -999.0 -999.0 -999 -999 -999 -999 -999 -13 -999 -999.0 -999.0 -999 -999 -999.0 -999 大豆 单作 -999 -999 -999 
50871 1999 11 1 -999.0 -999.0 -999.0 -999 -999 -999 -999 -999 -999 26 6.8 29.0 -999 -999 16.7 108 大豆 单作 -999 -999 -999 
50871 2000 11 3 -999.0 -999.0 -999.0 -999 -999 -999 -999 -999 -999 49 0.1 -999.0 4 5 25.7 522 一季稻 单作 -999 -999 -999 
50871 2002 11 3 -999.0 -999.0 -999.0 -999 -999 -999 -999 -999 -999 23 7.4 300.0 -999 -999 1.7 166 大豆 单作 -999 -999 -999 
50871 2002 11 3 -999.0 -999.0 -999.0 -999 -999 -999 -999 -999 -999 49 1.0 -999.0 10 13 21.3 403 一季稻 单作 -999 -999 -999 
50871 2003 10 2 -999.0 -999.0 -999.0 -999 -999 -999 -999 -999 25 -999 -999.0 -999.0 -999 -999 -999.0 -999 大豆 单作 -999 -999 -999 
50871 2003 10 2 -999.0 -999.0 -999.0 -999 -999 -999 -999 -999 42 -999 -999.0 -999.0 -999 -999 -999.0 -999 一季稻 单作 -999 -999 -999 
50871 2003 11 2 -999.0 -999.0 -999.0 -999 -999 -999 -999 -999 -999 24 8.3 32.0 -999 -999 18.3 110 大豆 单作 -999 -999 -999 
50871 2003 11 2 -999.0 -999.0 -999.0 -999 -999 -999 -999 -999 -999 51 1.0 -999.0 13 11 19.5 307 一季稻 单作 -999 -999 -999 
50871 2004 10 2 -999.0 -999.0 -999.0 -999 -999 -999 -999 -999 2 -999 -999.0 -999.0 -999 -999 -999.0 -999 大豆 单作 -999 -999 -999 
50871 2004 10 2 -999.0 -999.0 -999.0 -999 -999 -999 -999 -999 19 -999 -999.0 -999.0 -999 -999 -999.0 -999 一季稻 单作 -999 -999 -999 
50871 2004 11 2 -999.0 -999.0 -999.0 -999 -999 -999 -999 -999 -999 34 9.5 27.0 -999 -999 13.7 123 大豆 单作 -999 -999 -999 
50871 2004 11 2 -999.0 -999.0 -999.0 -999 -999 -999 -999 -999 -999 64 1.3 -999.0 11 10 22.5 473 一季稻 单作 -999 -999 -999 
50871 2005 10 2 -999.0 -999.0 -999.0 -999 -999 -999 -999 -999 -67 -999 -999.0 -999.0 -999 -999 -999.0 -999 大豆 单作 -999 -999 -999 
50871 2005 10 2 -999.0 -999.0 -999.0 -999 -999 -999 -999 -999 -35 -999 -999.0 -999.0 -999 -999 -999.0 -999 一季稻 单作 -999 -999 -999 
50871 2005 11 2 -999.0 -999.0 -999.0 -999 -999 -999 -999 -999 -999 45 17.7 17.0 -999 -999 23.5 158 大豆 单作 -999 -999 -999 
50871 2006 10 2 -999.0 -999.0 -999.0 -999 -999 -999 -999 -999 -24 -999 -999.0 -999.0 -999 -999 -999.0 -999 大豆 单作 -999 -999 -999 
50871 2006 10 2 -999.0 -999.0 -999.0 -999 -999 -999 -999 -999 -12 -999 -999.0 -999.0 -999 -999 -999.0 -999 一季稻 单作 -999 -999 -999 
